,TIME,KILLER,DEAD,KILL_METHOD,CURRENT_STATUS
49,0:51.00,HiiiPeracTive,The-Phoenix,weapon,dead
50,0:51.00,TheMilkMan,TheClappening,weapon,dead
51,0:52.00,CXM KleitonLyzFole,SmellyAfricans,weapon,dead
52,0:52.00,HiliPeracTive,The-Phoenix,weapon,dead
53,0:52.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
54,0:53.00,CXMKleitonLyzFoley,SmellyAfricans,weapon,dead
55,0:53.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
56,0:53.00,HiiiPeracTive,The-Phoenix,weapon,dead
57,0:53.00,CXMKleitonLyzFole,SmellyAfricans,weapon,dead
58,0:53.00,[QQGG BroadwayBRETT,MildCaucazian,weapon,dead
59,0:53.00,HiiiPeracTive,The-Phoenix,weapon,dead
60,0:54.00,CXMKleitonLyzFole,SmellyAfricans,weapon,dead
61,0:54.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
62,0:54.00,HiliPeracTive,The-Phoenix,weapon,dead
63,0:55.00,CXMKleitonLyzFole,SmellyAfricans,weapon,dead
64,0:55.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
65,0:55.00,HiliPeracTive,The-Phoenix,weapon,dead
66,0:55.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
67,0:56.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
68,0:57.00,QQGG BroadwayBRETT,MildCaucazian,weapon,dead
69,1:15.00,Jeury,DocJonez73,weapon,dead
70,1:16.00,Lorm,DocJonez73,weapon,dead
71,1:18.00,CommandoBlandc,XVooDX,weapon,dead
72,1:19.00,CommandoBlando,XVOODX,weapon,dead
73,1:19.00,CommandoBlando,XVooDX,weapon,dead
74,1:20.00,Nauy,DocJonez73,weapon,dead
75,1:20.00,CommandoBlandc,XVooDX,weapon,dead
76,1:21.00,CommandoBlando,XVooDX,weapon,dead
77,1:21.00,Noul,DocJonez73,weapon,dead
78,1:21.00,MoxOfWa,Coper909,weapon,dead
79,1:21.00,CommandoBlando,XVOoDX,weapon,dead
80,1:21.00,Neuy,DocJonez73,weapon,dead
81,1:21.00,MoxOfWa,Coper909,weapon,dead
82,1:22.00,CommandoBlando,XVooDX,weapon,dead
83,1:22.00,MoxOfWa,Coper909,weapon,dead
84,1:23.00,CommandoBlandc,XVooDX,weapon,dead
85,1:23.00,MoxOfWar,Coper909,weapon,dead
86,1:23.00,MoxOfWar,Coper909,weapon,dead
87,1:23.00,mandoBland,XVooDX,weapon,dead
88,1:23.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
89,1:24.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
90,1:24.00,CommandoBlando,XVooDX,weapon,dead
91,1:25.00,MoxOfWar,Coper909,weapon,dead
92,1:25.00,mmandoBland,XVooDX,weapon,dead
93,1:25.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
94,1:25.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
95,1:25.00,loxOfWa,oper909,weapon,dead
96,1:26.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
97,1:26.00,DrDisRespect,Verteidig_en,weapon,dead
98,1:27.00,DokiDoki_Yuri,NTIDOTE1006,weapon,dead
99,1:27.00,DrDisRespect,Verteidig_en,weapon,dead
100,1:27.00,MoxOfWa,oper909,weapon,dead
101,1:27.00,CommandoBlando,RADD_TADD,weapon,dead
102,1:27.00,CommandoBlando,RADD_TADD,weapon,dead
103,1:27.00,DrDisRespect,Verteidig_en,weapon,dead
104,1:27.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
105,1:27.00,CXM KleitonLyzFoley,Diphrael,weapon,dead
106,1:28.00,CXMKleitonLyzFoley,Diphrae,weapon,dead
107,1:28.00,DrDisRespect,Verteidig_en,weapon,dead
108,1:28.00,CommandoBlandc,RADD_TADD,weapon,dead
109,1:28.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
110,1:29.00,CXMKleitonLyzFoley,Diphrael,weapon,dead
111,1:29.00,DrDisRespect,Verteidig_en,weapon,dead
112,1:29.00,CommandoBlando,RADD_TADD,weapon,dead
113,1:29.00,DokiDoki_Yuri,ANTIDOTE1006,weapon,dead
114,1:29.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
115,1:29.00,CommandoBlandc,RADD_TADD,weapon,dead
116,1:29.00,LADSTheCHADdestMan,Neu,weapon,dead
117,1:29.00,DrDisRespect,Verteidig_en,weapon,dead
118,1:30.00,CommandoBlandc,RADD_TADD,weapon,dead
119,1:30.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
120,1:30.00,LADS TheCHADdestMan,Neu,weapon,dead
121,1:30.00,DrDisRespect,Verteidig_en,weapon,dead
122,1:31.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
123,1:31.00,LADS TheCHADdestMan,Neur,weapon,dead
124,1:31.00,CommandoBlandc,RADD_TADD,weapon,dead
125,1:31.00,DrDisRespect,Verteidig_en,weapon,dead
126,1:31.00,LADSTheCHADdestMan,leur,weapon,dead
127,1:31.00,CommandoBlando,RADD_TADD,weapon,dead
128,1:31.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
129,1:31.00,DrDisRespect,Verteidig_en,weapon,dead
130,1:32.00,LADS TheCHADdestMan,leur,weapon,dead
131,1:32.00,CommandoBlando,RADD_TADD,weapon,dead
132,1:32.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
133,1:32.00,DrDisRespect,Verteidig_en,weapon,dead
134,1:33.00,CXM]KleitonLyzFoley,Diphrael,weapon,dead
135,1:33.00,LADSTheCHADdestMan,Neur,weapon,dead
136,1:33.00,CommandoBlando,RADD_TADD,weapon,dead
137,1:33.00,CommandoBlando,RADD_TADD,weapon,dead
138,1:33.00,CommandoBlando,RADD_TADD,weapon,dead
139,1:33.00,CXM] KleitonLyzFoley,Diphrael,weapon,dead
140,1:34.00,LADSTheCHADdestMan,Neur,weapon,dead
141,1:35.00,LADSTheCHADdestMan,dour,weapon,dead
142,1:36.00,LADS TheCHADdestMan,dou,weapon,dead
143,1:52.00,rOch,DokiDoki_Yuri,weapon,dead
144,1:53.00,rOch,DokiDoki_Yuri,weapon,dead
145,1:53.00,r9ch,DokiDoki_Yuri,weapon,dead
146,1:54.00,Och,DokiDoki_Yuri,weapon,dead
147,1:55.00,rOeh,DokiDoki Yur,weapon,dead
148,1:55.00,r9ch,DokiDoki_Yuri,weapon,dead
149,1:56.00,rOch,DokiDoki_Yuri,weapon,dead
150,1:57.00,r9ch,DokiDoki_Yuri,weapon,dead
151,1:57.00,r9ch,DokiDoki_Yuri,weapon,dead
152,1:58.00,r9ch,DokiDoki_Yuri,weapon,dead
153,2:15.00,Samvich_,TNCZEnqageBaleine,weapon,dead
154,2:16.00,Samvich_,TNCZ EngageBaleine,weapon,dead
155,2:17.00,Samvich_,[TNCZ] EngageBaleine,weapon,dead
156,2:17.00,Samvich_,TNCZ EngageBaleine,weapon,dead
157,2:18.00,Samvich_,TNCZ EngageBaleine,weapon,dead
158,2:18.00,akoostik,thedimeshot,weapon,dead
159,2:19.00,Samvich,TNCZ EngageBaleine,weapon,dead
160,2:19.00,akoostik,thedimesnot,weapon,dead
161,2:19.00,Samvich,[TNCZEngageBaleine,weapon,dead
162,2:19.00,akoostik,thedimeshot,weapon,dead
163,2:20.00,Samvich,TNCz EngageBaleine,weapon,dead
164,2:20.00,akoostik,thedimeshot,weapon,dead
165,2:21.00,Samvich_,TNCZ EngageBaleine,weapon,dead
166,2:21.00,akoostik,thedimeshot,weapon,dead
167,2:21.00,Samvich,TNCZ EngageBaleine,weapon,dead
168,2:21.00,akoostik,thedimeshot,weapon,dead
169,2:22.00,akoostik,thedimeshot,weapon,dead
170,2:23.00,akoostik,thedimeshot,weapon,dead
171,2:23.00,akoostik,thedimeshot,weapon,dead
172,2:24.00,akoostik,thedimeshot,weapon,dead
173,2:33.00,DAWNNN03,GamerathletesYT,weapon,dead
174,2:33.00,NortuLuxx,ChaotikVader,weapon,dead
175,2:33.00,WortuLuxx,ChaotikVader,weapon,dead
176,2:34.00,WortuLuxx,ChaotikVader,weapon,dead
177,2:35.00,WortuLuxx,ChaotikVader,weapon,dead
178,2:35.00,WortuLuxx,ChaotikVader,weapon,dead
179,2:36.00,ortuL,ChaotikVader,weapon,dead
180,2:37.00,WortuLuxx,ChaotikVader,weapon,dead
181,2:37.00,WortuLuxx,ChaotikVader,weapon,dead
182,2:38.00,WortuLuxx,ChaotikVader,weapon,dead
183,2:39.00,RSG Jeg_Porkins,MoxOfWar,weapon,dead
184,2:39.00,RSG Jeg_Porkins,MoxOfWar,weapon,dead
185,2:40.00,RSGJeg_Porkins,MoxOfWar,weapon,dead
186,2:41.00,RSGJeg_Porkins,MoxOfWar,weapon,dead
187,2:41.00,RSGJeg_Porkins,MoxOfWar,weapon,dead
188,2:42.00,[RSG Jeg_Porkins,MoxOfWar,weapon,dead
189,2:43.00,[RSG Jeg_Porkins,MoxOfWar,weapon,dead
190,2:43.00,[RSG Jeg_Porkins,MoxOfWar,weapon,dead
191,2:44.00,RSGJeg_Porkins,MoxOfWar,weapon,dead
192,2:44.00,DustyMalone,r9ch,weapon,dead
193,2:45.00,RSGJeg_Porkins,MoxOfWar,weapon,dead
194,2:45.00,DustyMalone,rOcb,weapon,dead
195,2:45.00,RSG Jeg_Porkins,MoxOfWar,weapon,dead
196,2:45.00,DustyMalone,rOcb,weapon,dead
197,2:46.00,DustyMalone,r9ch,weapon,dead
198,2:47.00,DustyMalone,r9ch,weapon,dead
199,2:47.00,DustyMalone,r9ch,weapon,dead
200,2:48.00,DustyMalone,r9ch,weapon,dead
201,2:49.00,DustyMalone,r9ch,weapon,dead
202,2:49.00,DustyMalone,r9ch,weapon,dead
203,2:50.00,DustyMalone,r9ch,weapon,dead
204,2:51.00,Tort_aka_TheDog,Koalas-Are-Cool,weapon,dead
205,2:51.00,Tort_aka_TheDog,Koalas-Are-Cool,weapon,dead
206,2:52.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
207,2:53.00,Tort_aka_TheDog,Koalas-Are-Cool,weapon,dead
208,2:53.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
209,2:54.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
210,2:55.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
211,2:55.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
212,2:56.00,Tort aka_TheDog,Koalas-Are-Cool,weapon,dead
213,2:57.00,Tort_aka_TheDog,Koalas-Are-Coo,weapon,dead
214,2:59.00,69_Aidan,DustvMalone,weapon,dead
215,2:59.00,69_Aidan,DustyMalone,weapon,dead
216,3:0.00,69_Aidan,DustyMalone,weapon,dead
217,3:1.00,69_Aidan,DustyMalone,weapon,dead
218,3:1.00,69_Aidan,DustyMalone,weapon,dead
219,3:2.00,69_Aidan,DustyMalone,weapon,dead
220,3:3.00,69_Aidan,DustyMalone,weapon,dead
221,3:3.00,69_Aidan,DustyMalone,weapon,dead
222,3:4.00,69_Aidan,DustyMalone,weapon,dead
223,3:5.00,69_Aidan,DustyMalone,weapon,dead
224,3:5.00,HiliPeracTive,Tazmin,weapon,dead
225,3:5.00,HiliPeracTive,Tazmin,weapon,dead
226,3:6.00,HiliPeracTive,Tazmin,weapon,dead
227,3:7.00,HiliPeracTive,Tazmin,weapon,dead
228,3:7.00,HiiiPeracTive,Tazmin,weapon,dead
229,3:8.00,HiiiPeracTive,Tazmin,weapon,dead
230,3:9.00,HiliPeracTive,Tazmin,weapon,dead
231,3:9.00,HiiPeracTive,Tazmin,weapon,dead
232,3:10.00,HiiiPeracTive,Tazmin,weapon,dead
233,3:11.00,HiiiPeracTive,Tazmin,weapon,dead
234,3:11.00,Wekkd,Tonleaka TiheDog,knock,knock
235,3:13.00,Wckko,Tort_aka TheDog,knock,knock
236,3:14.00,DerpmJ,HiiiPeracTive,weapon,dead
237,3:15.00,Jerpm.,HiiiPeracTive,weapon,dead
238,3:15.00,DerpmJi,HiiiPeracTive,weapon,dead
239,3:16.00,DerpmJ,HiiiPeracTive,weapon,dead
240,3:17.00,CXM] KleitonLyzFoley,IZRA-03,weapon,dead
241,3:17.00,DerpmJ,HiiiPeracTive,weapon,dead
242,3:17.00,zxphvr,[QQGG] BroadwayBRETT,weapon,dead
243,3:17.00,CXMKleitonLyzFoley,IZRA-03,weapon,dead
244,3:17.00,DerpmJi,HiiiPeracTive,weapon,dead
245,3:18.00,CXM] KleitonLyzFoley,IZRA-03,weapon,dead
246,3:19.00,CXMKleitonLyzFoley,IZRA-03,weapon,dead
247,3:19.00,CXMKleitonLyzFoley,IZRA-03,weapon,dead
248,3:20.00,CXM KleitonLyzFole,IZRA-03,weapon,dead
249,3:20.00,DerpmJi,HiiPeracTive,weapon,dead
250,3:21.00,CXMKleitonLyzFoley,IZRA-03,weapon,dead
251,3:21.00,DerpmJi,PeracTive,weapon,dead
252,3:21.00,[CXM] KleitonLyzFoley,IZRA-03,weapon,dead
253,3:21.00,zxphyr,[QQGG] BroadwayBRETT,weapon,dead
254,3:22.00,zxphyr,QQGG BroadwayBRETT,weapon,dead
255,3:22.00,CXMKleitonLyzFoley,IZRA-03,weapon,dead
256,3:23.00,CXMKleitonLyzFole,IZRA-03,weapon,dead
257,3:23.00,zxphyrr,[QQGG] BroadwayBRETT,weapon,dead
258,3:23.00,zxphyrr,[QQGG] BroadwayBRETT,weapon,dead
259,3:23.00,MKleitonLyzFoley,IZRA-03,weapon,dead
260,3:26.00,CXM KleitonLyzFole,FARTDrDumper,weapon,dead
261,3:27.00,CXM KleitonLyzFole,FART DrDumper,weapon,dead
262,3:27.00,CXMKleitonLyzFoley,FART DrDumper,weapon,dead
263,3:28.00,CXMKleitonLyzFole,FARTDrDumper,weapon,dead
264,3:29.00,CXM KleitonLyzFole,FARTDrDumper,weapon,dead
265,3:29.00,CXMKleitonLyzFole,FARTDrDumper,weapon,dead
266,3:30.00,CXMKleitonLyzFole,FART]DrDumper,weapon,dead
267,3:31.00,CXMKleitonLyzFole,FART]DrDumper,weapon,dead
268,3:31.00,CXMKleitonLyzFole,FARTDrDumper,weapon,dead
269,3:32.00,CXM]KleitonLyzFoley,FARTDrDumper,weapon,dead
270,3:43.00,Lindershoes,SoulReaper268,weapon,dead
271,3:48.00,Undershoes,SoulReaper268,weapon,dead
272,3:49.00,Undershoes,SoulReaper268,weapon,dead
273,3:49.00,eansanc,SHaoOKhAAN,weapon,dead
274,3:49.00,Undershoes,SoulReaper268,weapon,dead
275,3:51.00,Jeansan,SHaoOKhAAN,weapon,dead
276,4:32.00,akoosti,Nokk,weapon,dead
277,4:35.00,akoostil,Mokk,weapon,dead
278,4:38.00,GSDU TayTor,ItsMcWhorter,weapon,dead
279,4:39.00,GSDU] TayTor,ItsMcWhorter,weapon,dead
280,4:39.00,akoostik,Tort_aka_TheDog,weapon,dead
281,4:39.00,[GSDU] TayTor,ItsMcWhorter,weapon,dead
282,4:39.00,akoostik,Tort_aka_TheDog,weapon,dead
283,4:40.00,[GSDU] TayTor,ItsMcWhorter,weapon,dead
284,4:40.00,akoostik,Tort_aka_TheDog,weapon,dead
285,4:41.00,[GSDU TayTor,ItsMcWhorter,weapon,dead
286,4:41.00,akoostik,Tort_aka_TheDog,weapon,dead
287,4:41.00,GSDU] TayTor,ItsMcWhorter,weapon,dead
288,4:41.00,akoostik,Tort_aka_TheDog,weapon,dead
289,4:42.00,GSDU]TayTor,ItsMeWhorter,weapon,dead
290,4:42.00,akoostik,Tort_aka_TheDog,weapon,dead
291,4:43.00,GSDU] TayTor,ItsMeWhorter,weapon,dead
292,4:43.00,akoostik,Tort_aka_TheDog,weapon,dead
293,4:43.00,[GSDU] TayTor,ItsMeWhorter,weapon,dead
294,4:43.00,akoostik,Tort_aka_TheDog,weapon,dead
295,4:44.00,akoostik,Tort_aka_TheDog,weapon,dead
296,4:44.00,IGSDUl TavTor,ItsMeWhorter,weapon,dead
297,4:45.00,GSDU TayTor,ItsMeWhorter,weapon,dead
298,4:45.00,akoostik,Tort_aka_TheDog,weapon,dead
299,4:45.00,akoostik,Tort_aka_TheDog,weapon,dead
300,5:19.00,Sh33na,zxphyrr,weapon,dead
301,5:20.00,Sh33na,zxphyr,weapon,dead
302,5:21.00,Sh33na,zxphyr,weapon,dead
303,5:21.00,Sh33na,zxphyr,weapon,dead
304,5:22.00,Sh33na,zxphyrr,weapon,dead
305,5:23.00,Sh33na,zxphyrr,weapon,dead
306,5:24.00,Sh33na,zxphyrr,weapon,dead
307,5:25.00,Sh33na,zxphyrr,weapon,dead
308,5:25.00,Sh33na,ZXDOVE,weapon,dead
309,5:26.00,GSDU TayTor,singningduck,weapon,dead
310,5:27.00,GSDU] TayTor,singningduck,weapon,dead
311,5:27.00,GSDU TayTor,singningduck,weapon,dead
312,5:28.00,GSDU TayTor,singningduc.,weapon,dead
313,5:29.00,[GSDU] TayTor,singningduck,weapon,dead
314,5:29.00,[GSDU] TayTor,singningduck,weapon,dead
315,5:30.00,[GSDU] TayTor,singningduck,weapon,dead
316,5:31.00,[GSDU] TayTor,singningduck,weapon,dead
317,5:31.00,[GSDU] TayTor,singningduck,weapon,dead
318,5:31.00,DannyUncanny,DerpmJ,weapon,dead
319,5:32.00,GSDU] TayTor,singningduck,weapon,dead
320,5:32.00,DannyUncanny,DerpmJ,weapon,dead
321,5:33.00,DannyUncanny,DerpmJ,weapon,dead
322,5:33.00,GSDU]TayTor,singningduck,weapon,dead
323,5:33.00,DannyUncanny,DerpmJ,weapon,dead
324,5:34.00,annyUncanny,DerpmJ,weapon,dead
325,5:34.00,69_Aidan,DAME,weapon,dead
326,5:35.00,DannyUncanny,DerpmJ,weapon,dead
327,5:35.00,69_Aidan,DAME,weapon,dead
328,5:35.00,DannyUncanny,DerpmJi,weapon,dead
329,5:35.00,69_Aidan,DAME,weapon,dead
330,5:36.00,annyUncanny,DerpmJ,weapon,dead
331,5:36.00,69_Aidan,DAME.,weapon,dead
332,5:37.00,annyUncanny,DerpmJi,weapon,dead
333,5:37.00,69_Aidan,DAME.,weapon,dead
334,5:37.00,DannyUncanny,DerpmJi,weapon,dead
335,5:37.00,69_Aidan,DAME,weapon,dead
336,5:38.00,69_Aidan,DAME,weapon,dead
337,5:39.00,69_Aidan,DAME,weapon,dead
338,5:39.00,69.Aidan,DAME_,weapon,dead
339,5:40.00,69_Aidan,DAME_,weapon,dead
340,5:48.00,DaOverkill,Schw1fty,weapon,dead
341,5:49.00,DaOverkil,Schw1fty,weapon,dead
342,5:49.00,DaOverkill,Schw1fty,weapon,dead
343,5:50.00,DaOverkill,Schw1fty,weapon,dead
344,5:51.00,DaOverkill,Schw1fty,weapon,dead
345,5:51.00,DaOverkill,Schw1fty,weapon,dead
346,5:52.00,DaOverkill,Schw1fty,weapon,dead
347,5:53.00,CXM KleitonLyzFoley,DEVILEKILLER,weapon,dead
348,5:53.00,DaOverkil,Schw1fty,weapon,dead
349,5:53.00,CXM KleitonLyzFole,DEVILEKILLER,weapon,dead
350,5:53.00,DaOverkill,Schw1fty,weapon,dead
351,5:54.00,CXM KleitonLyzFole,DEVILEKILLER,weapon,dead
352,5:54.00,DaOverki,Schw1fty,weapon,dead
353,5:55.00,CXM KleitonLyzFoley,DEVILEKILLER,weapon,dead
354,5:55.00,DaOverkil,Schw1fty,weapon,dead
355,5:55.00,CXMKleitonLyzFoley,DEVILEKILLER,weapon,dead
356,5:56.00,CXM KleitonLyzFoley,DEVILEKILLER,weapon,dead
357,5:57.00,CXM KleitonLyzFoley,DEVILEKILLER,weapon,dead
358,5:57.00,CXMKleitonLvzFolev,DEVILEKILLER,weapon,dead
359,5:58.00,CXMKleitonLyzFoley,DEVILEKILLER,weapon,dead
360,5:59.00,CXMKleitonLyzFole,DEVILEKILLER,weapon,dead
361,6:27.00,DrDisRespect,CXMKleitonLyzFole,weapon,dead
362,6:27.00,DrDisRespect,CXMl KleitonLvzFoley,weapon,dead
363,6:28.00,DrDisRespect,CXMKleitonLyzFoley,weapon,dead
364,6:29.00,DrDisRespect,CXM KleitonLyzFoley,weapon,dead
365,6:29.00,DrDisRespect,CXMKleitonLyzFoley,weapon,dead
366,6:30.00,DrDisRespect,CXM KleitonLyzFoley,weapon,dead
367,6:31.00,DrDisRespect,CXMKleitonLyzFoley,weapon,dead
368,6:31.00,DrDisRespect,CXM]KleitonLyzFoley,weapon,dead
369,6:32.00,DrDisRespect,CXM]KleitonLyzFoley,weapon,dead
370,6:33.00,DrDisRespect,CXM KleitonLyzFoley,weapon,dead
371,6:33.00,DrDisRespect,CXMKleitonLyzFoley,weapon,dead
372,6:57.00,DrDisRespect,FuckYouBaki,weapon,dead
373,6:58.00,DrDisRespect,FuckYouBaki,weapon,dead
374,6:59.00,DrDisRespect,FuckYouBaki,weapon,dead
375,6:59.00,DrDisRespect,FuckYouBaki,weapon,dead
376,7:0.00,DrDisRespect,FuckYouBaki,weapon,dead
377,7:1.00,DrDisRespect,FuckYouBaki,weapon,dead
378,7:1.00,DrDisRespect,FuckYouBaki,weapon,dead
379,7:2.00,DrDisRespect,FuckYouBaki,weapon,dead
380,7:3.00,DrDisRespect,FuckYouBaki,weapon,dead
381,7:3.00,DrDisRespect,FuckYouBaki,weapon,dead
382,7:7.00,WortuLuxx,DannyUncanmy,weapon,dead
383,7:7.00,WortuLuxx,DannyUncanny,weapon,dead
384,7:8.00,WortuLuxx,DannyUncanny,weapon,dead
385,7:53.00,GSDU TayTor,Snarfari,weapon,dead
386,7:54.00,GSDUTavTor,Snarfari,weapon,dead
387,7:55.00,GSDUTayTor,Snarfari,weapon,dead
388,7:55.00,GSDU TayTor,Snarfari,weapon,dead
389,7:56.00,GSDU TayTor,Snarfari,weapon,dead
390,7:57.00,[GSDUTayTor,Snarfari,weapon,dead
391,7:57.00,GSDU TayTor,Snarfari,weapon,dead
392,7:58.00,GSDUTayTor,Snarfari,weapon,dead
393,7:58.00,KodaTheDoge,GSDU TayTor,weapon,dead
394,7:59.00,KodaTheDoge,GSDU TayTor,weapon,dead
